categories,subcategories,items,description,notes
2,2A,2A101.b.,An outer ring outside diameter between 25 mm and 100 mm; and,
2,2A,2A101.c.,A width between 10 mm and 20 mm.,
2,2A,2A225,"Crucibles made of materials resistant to liquid actinide metals, as follows:",
2,2A,2A225.a.,Crucibles having both of the following characteristics:,
2,2A,2A225.a.1.,A volume of between 150 cm3 and 8 000 cm3; and,
2,2A,2A225.a.2.,"Made of or coated with any of the following materials, or combination of the following materials, having an overall impurity level of 2% or less by weight:",
2,2A,2A225.a.2.a.,Calcium fluoride (CaF2);,
2,2A,2A225.a.2.b.,Calcium zirconate (metazirconate) (CaZrO3);,
2,2A,2A225.a.2.c.,Cerium sulphide (Ce2S3);,
2,2A,2A225.a.2.d.,Erbium oxide (erbia) (Er2O3);,
2,2A,2A225.a.2.e.,Hafnium oxide (hafnia) (HfO2);,
2,2A,2A225.a.2.f.,Magnesium oxide (MgO);,
2,2A,2A225.a.2.g.,"Nitrided niobium-titanium-tungsten alloy (approximately 50% Nb, 30% Ti, 20% W);",
2,2A,2A225.a.2.h.,Yttrium oxide (yttria) (Y2O3); or,
2,2A,2A225.a.2.i.,Zirconium oxide (zirconia) (ZrO2);,
2,2A,2A225.b.,Crucibles having both of the following characteristics:,
2,2A,2A225.b.1.,A volume of between 50 cm3 and 2 000 cm3; and,
2,2A,2A225.b.2.,"Made of or lined with tantalum, having a purity of 99,9% or greater by weight;",
2,2A,2A225.c.,Crucibles having all of the following characteristics:,
2,2A,2A225.c.1.,A volume of between 50 cm3 and 2 000 cm3;,
2,2A,2A225.c.2.,"Made of or lined with tantalum, having a purity of 98% or greater by weight; and",
2,2A,2A225.c.3.,"Coated with tantalum carbide, nitride, boride, or any combination thereof.",
2,2A,2A226,Valves having all of the following characteristics:,
2,2A,2A226.a.,A 'nominal size' of 5 mm or greater;,
2,2A,2A226.b.,Having a bellows seal; and,
2,2A,2A226.c.,"Wholly made of or lined with aluminium, aluminium alloy, nickel, or nickel alloy containing more than 60% nickel by weight.",
2,2B,2B001,"Machine tools and any combination thereof, for removing (or cutting) metals, ceramics or ""composites"", which, according to the manufacturer’s technical specification, can be equipped with electronic devices for ""numerical control"", as follows:",
2,2B,2B001,,SEE ALSO 2B201.
2,2B,2B001,,2B001 does not control special purpose machine tools limited to the manufacture of gears. For such machines see 2B003.
2,2B,2B001,,"2B001 does not control special purpose machine tools limited to the manufacture of any of the following:







a.



Crankshafts or camshafts











b.



Tools or cutters











c.



Extruder worms











d.



Engraved or facetted jewellery parts or












e.



Dental prostheses."
2,2B,2B001.Note 2:a.,Crankshafts or camshafts;,
2,2B,2B001.Note 2:b.,Tools or cutters;,
2,2B,2B001.Note 2:c.,Extruder worms;,
2,2B,2B001.Note 2:d.,Engraved or facetted jewellery parts; or,
2,2B,2B001.Note 2:e.,Dental prostheses.,
2,2B,2B001.Note 2:e.,,"A machine tool having at least two of the three turning, milling or grinding capabilities (e.g., a turning machine with milling capability), must be evaluated against each applicable entry 2B001.a., b. or c."
2,2B,2B001.Note 2:e.,,"A machine tool having an additive manufacturing capability in addition to a turning, milling or grinding capability must be evaluated against each applicable entry 2B001.a., .b. or .c."
2,2B,2B001.Note 2:e.,,"For optical finishing machines, see 2B002."
2,2B,2B001.a.,"Machine tools for turning having two or more axes which can be coordinated simultaneously for ""contouring control"" having any of the following:",
2,2B,2B001.a.1.,"""Unidirectional positioning repeatability"" equal to or less (better) than 0,9 μm along one or more linear axis with a travel length less than 1,0 m; or",
2,2B,2B001.a.2.,"""Unidirectional positioning repeatability"" equal to or less (better) than 1,1 μm along one or more linear axis with a travel length equal to or greater than 1,0 m;",
2,2B,2B001.a.2.,,a.
2,2B,2B001.a.Note 1:a.,Machine controller limited to using ophthalmic based software for part programming data input; and,
2,2B,2B001.a.Note 1:b.,No vacuum chucking.,
2,2B,2B001.a.Note 1:b.,,"2B001.a. does not control bar machines (Swissturn), limited to machining only bar feed thru, if maximum bar diameter is equal to or less than 42 mm and there is no capability of mounting chucks. Machines may have drilling or milling capabilities for machining parts with diameters less than 42 mm."
2,2B,2B001.b.,Machine tools for milling having any of the following:,
2,2B,2B001.b.1.,"Three linear axes plus one rotary axis which can be coordinated simultaneously for ""contouring control"" having any of the following:",
2,2B,2B001.b.1.a.,"""Unidirectional positioning repeatability"" equal to or less (better) than 0,9 μm along one or more linear axis with a travel length less than 1,0 m; or",
2,2B,2B001.b.1.b.,"""Unidirectional positioning repeatability"" equal to or less (better) than 1,1 μm along one or more linear axis with a travel length equal to or greater than 1,0m;",
2,2B,2B001.b.2.,"Five or more axes which can be coordinated simultaneously for ""contouring control"" having any of the following;",
2,2B,2B001.b.2.a.,"""Unidirectional positioning repeatability"" equal to or less (better) than 0,9 μm along one or more linear axis with a travel length less than 1,0 m;",
2,2B,2B001.b.2.b.,"""Unidirectional positioning repeatability"" equal to or less (better) than 1,4 μm along one or more linear axis with a travel length equal to or greater than 1 m and less than 4 m; or",
2,2B,2B001.b.2.c.,"""Unidirectional positioning repeatability"" equal to or less (better) than 6,0 μm (along one or more linear axis with a travel length equal to or greater than 4 m;",
2,2B,2B001.b.3.,"A ""unidirectional positioning repeatability"" for jig boring machines, equal to or less (better) than 1,1 μm along one or more linear axis; or",
2,2B,2B001.b.4.,Fly cutting machines having all of the following:,
2,2B,2B001.b.4.a.,"Spindle ""run-out"" and ""camming"" less (better) than 0,0004 mm TIR; and",
2,2B,2B001.b.4.b.,"Angular deviation of slide movement (yaw, pitch and roll) less (better) than 2 seconds of arc, TIR over 300 mm of travel;",
2,2B,2B001.c.,Machine tools for grinding having any of the following:,
2,2B,2B001.c.1.,Having all of the following:,
2,2B,2B001.c.1.a.,"""Unidirectional positioning repeatability"" equal to or less (better) than 1,1 μm along one or more linear axis; and",
2,2B,2B001.c.1.b.,"Three or four axes which can be coordinated simultaneously for ""contouring control""; or",
2,2B,2B001.c.2.,"Five or more axes which can be coordinated simultaneously for ""contouring control"" having any of the following:",
2,2B,2B001.c.2.a.,"""Unidirectional positioning repeatability"" equal to or less (better) than 1,1 μm along one or more linear axis with a travel length less than 1 m;",
2,2B,2B001.c.2.b.,"""Unidirectional positioning repeatability"" equal to or less (better) than 1,4 μm along one or more linear axis with a travel length equal to or greater than 1 m and less than 4 m; or",
2,2B,2B001.c.2.c.,"""Unidirectional positioning repeatability"" equal to or less (better) than 6,0 μm along one or more linear axis with a travel length equal to or greater than 4 m.",
2,2B,2B001.c.2.c.,,a.
2,2B,2B001.c.Note:a.,"Cylindrical external, internal, and external-internal grinding machines, having all of the following:",
2,2B,2B001.c.Note:b.,"Machines designed specifically as jig grinders that do not have a z-axis or a w-axis, with a ""unidirectional positioning repeatability"" less (better) than 1,1 μm",
2,2B,2B001.c.Note:c.,Surface grinders.,
2,2B,2B001.d.,"Electrical discharge machines (EDM) of the non-wire type which have two or more rotary axes which can be coordinated simultaneously for ""contouring control"";",
2,2B,2B001.e.,"Machine tools for removing metals, ceramics or ""composites"", having all of the following:",
2,2B,2B001.e.1.,Removing material by means of any of the following:,
2,2B,2B001.e.1.a.,"Water or other liquid jets, including those employing abrasive additives;",
2,2B,2B001.e.1.b.,Electron beam; or,
2,2B,2B001.e.1.c.,"""Laser"" beam; and",
2,2B,2B001.e.2.,At least two rotary axes having all of the following:,
2,2B,2B001.e.2.a.,"Can be coordinated simultaneously for ""contouring control""; and",
2,2B,2B001.e.2.b.,"A positioning ""accuracy"" of less (better) than 0,003°;",
2,2B,2B001.f.,"Deep-hole-drilling machines and turning machines modified for deep-hole-drilling, having a maximum depth-of-bore capability exceeding 5m.",
2,2B,2B002,Numerically controlled optical finishing machine tools equipped for selective material removal to produce non-spherical optical surfaces having all of the following characteristics:,
2,2B,2B002.a.,"Finishing the form to less (better) than 1,0 μm;",
2,2B,2B002.b.,Finishing to a roughness less (better) than 100 nm rms.,
2,2B,2B002.c.,"Four or more axes which can be coordinated simultaneously for ""contouring control""; and",
2,2B,2B002.d.,Using any of the following processes:,
2,2B,2B002.d.1.,Magnetorheological finishing ('MRF');,
2,2B,2B002.d.2.,Electrorheological finishing ('ERF');,
2,2B,2B002.d.3.,'Energetic particle beam finishing';,
2,2B,2B002.d.4.,'Inflatable membrane tool finishing'; or,
2,2B,2B002.d.5.,'Fluid jet finishing'.,
2,2B,2B002.1.,'MRF' is a material removal process using an abrasive magnetic fluid whose viscosity is controlled by a magnetic field.,
2,2B,2B002.2.,'ERF' is a removal process using an abrasive fluid whose viscosity is controlled by an electric field.,
2,2B,2B002.3.,'Energetic particle beam finishing' uses Reactive Atom Plasmas (RAP) or ion-beams to selectively remove material.,
2,2B,2B002.4.,'Inflatable membrane tool finishing' is a process that uses a pressurized membrane that deforms to contact the workpiece over a small area.,
2,2B,2B002.5.,'Fluid jet finishing' makes use of a fluid stream for material removal.,
2,2B,2B003,"""Numerically controlled"" machine tools, specially designed for the shaving, finishing, grinding or honing of hardened (Rc=40 or more) spur, helical and double-helical gears having all of the following:",
2,2B,2B003.a.,A pitch diameter exceeding 1 250 mm;,
2,2B,2B003.b.,A face width of 15% of pitch diameter or larger; and,
2,2B,2B003.c.,A finished quality of AGMA 14 or better (equivalent to ISO 1328 class 3).,
2,2B,2B004,"Hot ""isostatic presses"" having all of the following, and specially designed components and accessories therefor:",
2,2B,2B004,,SEE ALSO 2B104 and 2B204.
2,2B,2B004.a.,A controlled thermal environment within the closed cavity and a chamber cavity with an inside diameter of 406 mm or more; and,
2,2B,2B004.b.,Having any of the following:,
2,2B,2B004.b.1.,A maximum working pressure exceeding 207 MPa;,
2,2B,2B004.b.2.,A controlled thermal environment exceeding 1 773 K (1 500°C); or,
2,2B,2B004.b.3.,A facility for hydrocarbon impregnation and removal of resultant gaseous degradation products.,
2,2B,2B004.b.3.,,"For specially designed dies, moulds and tooling see 1B003, 9B009 and the Military Goods Controls."
2,2B,2B005,"Equipment specially designed for the deposition, processing and in-process control of inorganic overlays, coatings and surface modifications, as follows, for substrates specified in column 2, by processes shown in column 1 in the Table following 2E003.f., and specially designed automated handling, positioning, manipulation and control components therefor:",
2,2B,2B005.a.,Chemical vapour deposition (CVD) production equipment having all of the following:,
2,2B,2B005.a.,,SEE ALSO 2B105.
2,2B,2B005.a.1.,A process modified for one of the following:,
2,2B,2B005.a.1.a.,Pulsating CVD;,
2,2B,2B005.a.1.b.,Controlled nucleation thermal deposition (CNTD); or,
2,2B,2B005.a.1.c.,Plasma enhanced or plasma assisted CVD; and,
2,2B,2B005.a.2.,Having any of the following:,
2,2B,2B005.a.2.a.,"Incorporating high vacuum (equal to or less than 0,01 Pa) rotating seals; or",
2,2B,2B005.a.2.b.,Incorporating in situ coating thickness control;,
2,2B,2B005.b.,Ion implantation production equipment having beam currents of 5 mA or more;,
2,2B,2B005.c.,Electron beam physical vapour deposition (EB-PVD) production equipment incorporating power systems rated for over 80 kW and having any of the following:,
2,2B,2B005.c.1.,"A liquid pool level ""laser"" control system which regulates precisely the ingots feed rate; or",
2,2B,2B005.c.2.,A computer controlled rate monitor operating on the principle of photo-luminescence of the ionised atoms in the evaporant stream to control the deposition rate of a coating containing two or more elements;,
2,2B,2B005.d.,Plasma spraying production equipment having any of the following:,
2,2B,2B005.d.1.,"Operating at reduced pressure controlled atmosphere (equal to or less than 10 kPa measured above and within 300 mm of the gun nozzle exit) in a vacuum chamber capable of evacuation down to 0,01 Pa prior to the spraying process; or",
2,2B,2B005.d.2.,Incorporating in situ coating thickness control;,
2,2B,2B005.e.,"Sputter deposition production equipment capable of current densities of 0,1 mA/mm2 or higher at a deposition rate of 15 μm/h or more;",
2,2B,2B005.f.,Cathodic arc deposition production equipment incorporating a grid of electromagnets for steering control of the arc spot on the cathode;,
2,2B,2B005.g.,Ion plating production equipment capable of the in situ measurement of any of the following:,
2,2B,2B005.g.1.,Coating thickness on the substrate and rate control; or,
2,2B,2B005.g.2.,Optical characteristics.,
2,2B,2B005.g.2.,,"2B005 does not control chemical vapour deposition, cathodic arc, sputter deposition, ion plating or ion implantation equipment, specially designed for cutting or machining tools."
2,2B,2B006,"Dimensional inspection or measuring systems, equipment, position feedback units and ""electronic assemblies"", as follows:",
2,2B,2B006,,"'The E0,MPE of the most accurate configuration of the CMM specified by the manufacturer (e.g., best of the following: probe, stylus length, motion parameters, environment) and with all compensations available shall be compared to the 1,7+L/1000 μm threshold.', 'N.B.SEE ALSO 2B206.'"
2,2B,2B006,,SEE ALSO 2B206.
2,2B,2B006,,"'For the purposes of 2B006.b.1.:', '1.non-contact type measuring systems are designed to measure the distance between the probe and measured object along a single vector, where the probe or measured object is in motion.', '2.measuring range means the distance between the minimum and maximum working distance.'"
2,2B,2B006,,"Interferometer and optical-encoder measuring systems containing a ""laser"" are only specified in 2B006.b.3 and 2B206.c."
2,2B,2B006,,"'For the purposes of 2B006.b.1.:', '1.non-contact type measuring systems are designed to measure the distance between the probe and measured object along a single vector, where the probe or measured object is in motion.', '2.measuring range means the distance between the minimum and maximum working distance.'"
2,2B,2B006.b.1.1.,"'non-contact type measuring systems' are designed to measure the distance between the probe and measured object along a single vector, where the probe or measured object is in motion.",
2,2B,2B006.b.1.2.,'measuring range' means the distance between the minimum and maximum working distance.,
2,2B,2B006.b.2.,"Linear position feedback units specially designed for machine tools and having an overall ""accuracy"" less (better) than (800 + (600 x L/1 000)) nm (L equals effective length in mm);",
2,2B,2B006.b.3.,Measuring systems having all of the following:,
2,2B,2B006.b.3.a.,"Containing a ""laser"";",
2,2B,2B006.b.3.b.,"A ""resolution"" over their full scale of 0,200 nm or less (better); and",
2,2B,2B006.b.3.c.,"Capable of achieving a ""measurement uncertainty"" equal to or less (better) than (1,6 + L/2 000) nm (L is the measured length in mm) at any point within a measuring range, when compensated for the refractive index of air and measured over a period of 30 seconds at a temperature of 20±0,01°C; or",
2,2B,2B006.b.4.,"""Electronic assemblies"" specially designed to provide feedback capability in systems specified in 2B006.b.3.;",
2,2B,2B006.c.,"Rotary position feedback units specially designed for machine tools or angular displacement measuring instruments, having an angular position ""accuracy"" equal to or less (better) than 0,9 second of arc;",
2,2B,2B006.c.,,"2B006.c. does not control optical instruments, such as autocollimators, using collimated light (e.g. ""laser"" light) to detect angular displacement of a mirror."
2,2B,2B006.d.,"Equipment for measuring surface roughness (including surface defects), by measuring optical scatter with a sensitivity of 0,5 nm or less (better).",
2,2B,2B006.d.,,"2B006 includes machine tools, other than those specified in 2B001, that can be used as measuring machines if they meet or exceed the criteria specified for the measuring machine function."
2,2B,2B007,"""Robots"" having any of the following characteristics and specially designed controllers and ""end-effectors"" therefor:",
2,2B,2B007,,SEE ALSO 2B207.
2,2B,2B007.a.,Not used;,
2,2B,2B007.b.,Specially designed to comply with national safety standards applicable to potentially explosive munitions environments;,
2,2B,2B007.b.,,"2B007.b. does not control ""robots"" specially designed for paint-spraying booths."
2,2B,2B007.b.,,'The term Gy (silicon) refers to the energy in Joules per kilogram absorbed by an unshielded silicon sample when exposed to ionising radiation.'
2,2B,2B007.d.,Specially designed to operate at altitudes exceeding 30 000 m.,
2,2B,2B008,"'Compound rotary tables' and ""tilting spindles"", specially designed for machine tools, as follows:",
2,2B,2B008.a.,Not used;,
2,2B,2B008.b.,Not used;,
2,2B,2B008.b.,,'A compound rotary table is a table allowing the workpiece to rotate and tilt about two non-parallel axes'
2,2B,2B008.c.1.,"Designed for machine tools for turning, milling or grinding; and",
2,2B,2B008.c.2.,Two rotary axes designed to be coordinated simultaneously for “contouring control”;,
2,2B,2B008.d.,"""Tilting spindles"" having all of the following :",
2,2B,2B008.d.1.,"Designed for machine tools for turning, milling or grinding; and",
2,2B,2B008.d.2.,"Designed to be coordinated simultaneously for ""contouring control"".",
2,2B,2B009,"Spin-forming machines and flow-forming machines, which, according to the manufacturer's technical specification, can be equipped with ""numerical control"" units or a computer control and having all of the following:",
2,2B,2B009,,SEE ALSO 2B109 AND 2B209.
2,2B,2B009.a.,"Three or more axes which can be coordinated simultaneously for ""contouring control""; and",
2,2B,2B009.b.,A roller force more than 60 kN.,
2,2B,2B104,"""Isostatic presses"", other than those specified in 2B004, having all of the following:",
2,2B,2B104,,SEE ALSO 2B204.
2,2B,2B104.a.,Maximum working pressure of 69 MPa or greater;,
2,2B,2B104.b.,Designed to achieve and maintain a controlled thermal environment of 873 K (600°C) or greater; and,
2,2B,2B104.c.,Possessing a chamber cavity with an inside diameter of 254 mm or greater.,
2,2B,2B105,"Chemical vapour deposition (CVD) furnaces, other than those specified in 2B005.a., designed or modified for the densification of carbon-carbon composites.",
2,2B,2B109,"Flow-forming machines, other than those specified in 2B009, usable in the ""production"" of propulsion components and equipment (e.g. motor cases and interstages) for ""missiles"", and specially designed components as follows:",
2,2B,2B109,,SEE ALSO 2B209.
2,2B,2B109.a.,Flow-forming machines having all of the following:,
2,2B,2B109.a.1.,"Equipped with, or, according to the manufacturer's technical specification, are capable of being equipped with ""numerical control"" units or computer control; and",
2,2B,2B109.a.2.,"More than two axes which can be coordinated simultaneously for ""contouring control"".",
2,2B,2B109.b.,Specially designed components for flow-forming machines specified in 2B009 or 2B109.a.,
2,2B,2B116,"Vibration test systems, equipment and components therefor, as follows:",
2,2B,2B116.a.,"Vibration test systems employing feedback or closed loop techniques and incorporating a digital controller, capable of vibrating a system at an acceleration equal to or greater than 10 g rms between 20 Hz and 2 kHz while imparting forces equal to or greater than 50 kN, measured 'bare table';",
2,2B,2B116.a.,,"'In 2B116.b., real-time control bandwidth means the maximum rate at which a controller can execute complete cycles of sampling, processing data and transmitting control signals.'"
2,2B,2B116.c.,"Vibration thrusters (shaker units), with or without associated amplifiers, capable of imparting a force equal to or greater than 50 kN, measured 'bare table', and usable in vibration test systems specified in 2B116.a.;",
2,2B,2B116.d.,"Test piece support structures and electronic units designed to combine multiple shaker units in a system capable of providing an effective combined force equal to or greater than 50 kN, measured 'bare table', and usable in vibration systems specified in 2B116.a.",
2,2B,2B117,"Equipment and process controls, other than those specified in 2B004, 2B005.a., 2B104 or 2B105, designed or modified for densification and pyrolysis of structural composite rocket nozzles and reentry vehicle nose tips.",
2,2B,2B119,"Balancing machines and related equipment, as follows:",
2,2B,2B119,,SEE ALSO 2B219.
2,2B,2B119.a.,Balancing machines having all of the following characteristics:,
2,2B,2B119.a.1.,Not capable of balancing rotors/assemblies having a mass greater than 3 kg;,
2,2B,2B119.a.2.,Capable of balancing rotors/assemblies at speeds greater than 12 500 rpm;,
2,2B,2B119.a.3.,Capable of correcting unbalance in two planes or more; and,
2,2B,2B119.a.4.,"Capable of balancing to a residual specific unbalance of 0,2 g mm per kg of rotor mass;",
2,2B,2B119.a.4.,,2B119.a. does not control balancing machines designed or modified for dental or other medical equipment.
2,2B,2B119.a.4.,,'Indicator heads are sometimes known as balancing instrumentation.'
2,2B,2B120,Motion simulators or rate tables having all of the following characteristics:,
2,2B,2B120.a.,Two or more axes;,
2,2B,2B120.b.,"Designed or modified to incorporate slip rings or integrated non-contact devices capable of transferring electrical power, signal information, or both; and",
2,2B,2B120.c.,Having any of the following characteristics:,
2,2B,2B120.c.1.,For any single axis having all of the following:,
2,2B,2B120.c.1.a.,"Capable of rates of 400 degrees/s or more, or 30 degrees/s or less; and",
2,2B,2B120.c.1.b.,"A rate resolution equal to or less than 6 degrees/s and an accuracy equal to or less than 0,6 degrees/s;",
2,2B,2B120.c.2.,"Having a worst-case rate stability equal to or better (less) than plus or minus 0,05% averaged over 10 degrees or more; or",
2,2B,2B120.c.3.,"A positioning ""accuracy"" equal to or less (better) than 5 arc second.",
2,2B,2B120.c.3.,,2B120 does not control rotary tables designed or modified for machine tools or for medical equipment. For controls on machine tool rotary tables see 2B008.
2,2B,2B120.c.3.,,Motion simulators or rate tables specified in 2B120 remain controlled whether or not slip rings or integrated non-contact devices are fitted at time of export.
2,2B,2B121,"Positioning tables (equipment capable of precise rotary positioning in any axes), other than those specified in 2B120, having all of the following characteristics:",
2,2B,2B121.a.,Two or more axes; and,
2,2B,2B121.b.,"A positioning ""accuracy"" equal to or less (better) than 5 arc second.",
2,2B,2B121.b.,,2B121 does not control rotary tables designed or modified for machine tools or for medical equipment. For controls on machine tool rotary tables see 2B008.
2,2B,2B122,"Centrifuges capable of imparting accelerations greater than 100 g and designed or modified to incorporate slip rings or integrated non-contact devices capable of transferring electrical power, signal information, or both.",
2,2B,2B122,,Centrifuges specified in 2B122 remain controlled whether or not slip rings or integrated non-contact devices are fitted at time of export.
2,2B,2B201,"Machine tools and any combination thereof, other than those specified in 2B001, as follows, for removing or cutting metals, ceramics or ""composites"", which, according to the manufacturer’s technical specification, can be equipped with electronic devices for simultaneous ""contouring control"" in two or more axes:",
2,2B,2B201.a.,Select five machines of a model to be evaluated;,
2,2B,2B201.b.,Measure the linear axis accuracies according to ISO 230-2:19881;,
2,2B,2B201.c.,Determine the accuracy values (A) for each axis of each machine. The method of calculating the accuracy value is described in the ISO 230-2:19881 standard;,
2,2B,2B201.d.,Determine the average accuracy value of each axis. This average value becomes the stated positioning accuracy of each axis for the model (Âx Ây...);,
2,2B,2B201.e.,"Since item 2B201 refers to each linear axis, there will be as many stated positioning accuracy values as there are linear axes;",
2,2B,2B201.f.,"If any axis of a machine tool not specified in 2B201.a., 2B201.b. or 2B201.c. has a stated positioning accuracy of 6 μm or better (less) for grinding machines, and 8 μm or better (less) for milling and turning machines, both according to ISO 230-2:19881, then the builder should be required to reaffirm the accuracy level once every eighteen months.",
2,2B,2B201.a.,"Machine tools for milling, having any of the following characteristics:",
2,2B,2B201.a.1.,"Positioning accuracies with ""all compensations available"" equal to or less (better) than 6 μm according to ISO 230-2:19881 or national equivalents along any linear axis;",
2,2B,2B201.a.2.,Two or more contouring rotary axes; or,
2,2B,2B201.a.3.,"Five or more axes which can be coordinated simultaneously for ""contouring control"";",
2,2B,2B201.a.3.,,a.
2,2B,2B201.b.,"Machine tools for grinding, having any of the following characteristics:",
2,2B,2B201.b.1.,"Positioning accuracies with ""all compensations available"" equal to or less (better) than 4 μm according to ISO 230-2:19881 or national equivalents along any linear axis;",
2,2B,2B201.b.2.,Two or more contouring rotary axes; or,
2,2B,2B201.b.3.,"Five or more axes which can be coordinated simultaneously for ""contouring control"";",
2,2B,2B201.b.3.,,a.
2,2B,2B201.b.Note:a.,"Cylindrical external, internal, and external-internal grinding machines having all of the following characteristics:",
2,2B,2B201.b.Note:b.,Jig grinders that do not have a z-axis or a w-axis with an overall positioning accuracy less (better) than 4 μm according to ISO 230-2:19881 or national equivalents.,
2,2B,2B201.c.,"Machine tools for turning, that have positioning accuracies with ""all compensations available"" better (less) than 6 μm according to ISO 230-2:19881 along any linear axis (overall positioning) for machines capable of machining diameters greater than 35 mm;",
2,2B,2B201.c.,,"2B201.c. does not control bar machines (Swissturn), limited to machining only bar feed thru, if maximum bar diameter is equal to or less than 42 mm and there is no capability of mounting chucks. Machines may have drilling and/or milling capabilities for machining parts with diameters less than 42 mm."
2,2B,2B201.c.,,"2B201 does not control special purpose machine tools limited to the manufacture of any of the following parts:







a.



Gears











b.



Crankshafts or camshafts











c.



Tools or cutters











d.



Extruder worms."
2,2B,2B201.Note 1:a.,Gears;,
2,2B,2B201.Note 1:b.,Crankshafts or camshafts;,
2,2B,2B201.Note 1:c.,Tools or cutters;,
2,2B,2B201.Note 1:d.,Extruder worms.,
2,2B,2B201.Note 1:d.,,"A machine tool having at least two of the three turning, milling or grinding capabilities (e.g., a turning machine with milling capability), must be evaluated against each applicable entry 2B201.a., .b. or .c."
2,2B,2B201.Note 1:d.,,"2B201.a.3. and 2B201.b.3. include machines based on a parallel linear kinematic design (e.g., hexapods) that have 5 or more axes none of which is a rotary axis."
2,2B,2B204,"""Isostatic presses"", other than those specified in 2B004 or 2B104, and related equipment, as follows:",
2,2B,2B204.a.,"""Isostatic presses"" having both of the following characteristics:",
2,2B,2B204.a.1.,Capable of achieving a maximum working pressure of 69 MPa or greater; and,
2,2B,2B204.a.2.,A chamber cavity with an inside diameter in excess of 152 mm;,
2,2B,2B204.b.,"Dies, moulds and controls, specially designed for ""isostatic presses"" specified in 2B204.a.",
2,2B,2B206,"Dimensional inspection machines, instruments or systems, other than those specified in 2B006, as follows:",
2,2B,2B206,,"'The E0,MPE of the most accurate configuration of the CMM specified according to ISO10360-2:2009 by the manufacturer (e.g., best of the following: probe, stylus, length, motion parameters, environments) and with all compensations available shall be compared to the (1,7 + L/800)μm threshold.'"
2,2B,2B206.a.1.,"Having only two axes and having a maximum permissible error of length measurement along any axis (one dimensional), identified as any combination of E0x,MPE, E0y,MPE, or E0z,MPE, equal to or less (better) than (1,25 + L/1 000) μm (where L is the measured length in mm) at any point within the operating range of the machine (i.e., within the length of the axis), according to ISO 10360-2:2009; or",
2,2B,2B206.a.2.,"Three or more axes and having a three dimensional (volumetric) maximum permissible error of length measurement (E0,MPE) equal to or less (better) than (1,7 + L/800) μm (where L is the measured length in mm) at any point within the operating range of the machine (i.e., within the length of the axis), according to ISO 10360-2:2009;",
2,2B,2B206.b.,"Systems for simultaneous linear-angular inspection of hemishells, having both of the following characteristics:",
2,2B,2B206.b.1.,"""Measurement uncertainty"" along any linear axis equal to or less (better) than 3,5 μm per 5 mm; and",
2,2B,2B206.b.2.,"""Angular position deviation"" equal to or less than 0,02°;",
2,2B,2B206.b.2.,,"'For the purpose of 2B206.c. linear displacement means the change of distance between the measuring probe and the measured object.', '1.Containing a laser; and', '2.Capable of maintaining, for at least 12hours, at a temperature of ± 1 K (± 1°C); around a standard temperature and standard pressure, all of the following:a.A resolution over their full scale of 0,1μm or better; andb.With a measurement uncertainty equal to or better (less) than (0,2 + L/2000)μm (L is the measured length in mm).', 'Note:2B206.c. does not control measuring interferometer systems, without closed or open loop feedback, containing a laser to measure slide movement errors of machine tools, dimensional inspection machines, or similar equipment.'"
2,2B,2B206.c.1.,"Containing a ""laser""; and",
2,2B,2B206.c.2.,"Capable of maintaining, for at least 12 hours, at a temperature of ± 1 K (± 1°C); around a standard temperature and standard pressure, all of the following:",
2,2B,2B206.c.2.a.,"A ""resolution"" over their full scale of 0,1 μm or better; and",
2,2B,2B206.c.2.b.,"With a ""measurement uncertainty"" equal to or better (less) than (0,2 + L/2 000) μm (L is the measured length in mm).",
2,2B,2B206.c.2.b.,,"2B206.c. does not control measuring interferometer systems, without closed or open loop feedback, containing a laser to measure slide movement errors of machine tools, dimensional inspection machines, or similar equipment."
2,2B,2B206.c.2.b.,,"'For the purpose of 2B206.d. linear displacement means the change of distance between the measuring probe and the measured object.', '1.Having any of the following:a.Linearity equal to or less (better) than 0,1% measured from 0 to the full operating range, for LVDTs with an operating range up to 5 mm; orb.Linearity equal to or less (better) than 0,1% measured from 0 to 5 mm for LVDTs with an operating range greater than 5 mm; and', '2.Drift equal to or better (less) than 0,1% per day at a standard ambient test room temperature ±1 K (± 1°C).'"
2,2B,2B206.d.1.,Having any of the following:,
2,2B,2B206.d.1.a.,"""Linearity"" equal to or less (better) than 0,1% measured from 0 to the full operating range, for LVDTs with an operating range up to 5 mm; or",
2,2B,2B206.d.1.b.,"""Linearity"" equal to or less (better) than 0,1% measured from 0 to 5 mm for LVDTs with an operating range greater than 5 mm; and",
2,2B,2B206.d.2.,"Drift equal to or better (less) than 0,1% per day at a standard ambient test room temperature ±1 K (± 1°C).",
2,2B,2B206.d.2.,,Machine tools that can be used as measuring machines are controlled if they meet or exceed the criteria specified for the machine tool function or the measuring machine function.
2,2B,2B206.d.2.,,A machine specified in 2B206 is controlled if it exceeds the control threshold anywhere within its operating range.
2,2B,2B207,"""Robots"", ""end-effectors"" and control units, other than those specified in 2B007, as follows:",
2,2B,2B207.a.,"""Robots"" or ""end-effectors"" specially designed to comply with national safety standards applicable to handling high explosives (for example, meeting electrical code ratings for high explosives);",
